Question_ID,Question,Metric,Answer_Position,Answer,Value,Value_Number,Value_Units,Value_Seconds,Is_Approximate
6,UEFA European Championship — Most Titles (Nations),titles,10,Czechoslovakia,1,1.0,titles,,false
7,English Top Division (First Division / Premier League) — Most Titles (Clubs),titles,1,Manchester United,20,20.0,titles,,false
7,English Top Division (First Division / Premier League) — Most Titles (Clubs),titles,2,Liverpool,20,20.0,titles,,false
7,English Top Division (First Division / Premier League) — Most Titles (Clubs),titles,3,Arsenal,13,13.0,titles,,false
7,English Top Division (First Division / Premier League) — Most Titles (Clubs),titles,4,Manchester City,10,10.0,titles,,false
7,English Top Division (First Division / Premier League) — Most Titles (Clubs),titles,5,Everton,9,9.0,titles,,false
7,English Top Division (First Division / Premier League) — Most Titles (Clubs),titles,6,Aston Villa,7,7.0,titles,,false
7,English Top Division (First Division / Premier League) — Most Titles (Clubs),titles,7,Sunderland,6,6.0,titles,,false
7,English Top Division (First Division / Premier League) — Most Titles (Clubs),titles,8,Chelsea,6,6.0,titles,,false
7,English Top Division (First Division / Premier League) — Most Titles (Clubs),titles,9,Newcastle United,4,4.0,titles,,false
7,English Top Division (First Division / Premier League) — Most Titles (Clubs),titles,10,Sheffield Wednesday,4,4.0,titles,,false
9,Serie A / Italian Championship — Most Titles (Clubs),titles,1,Juventus,36,36.0,titles,,false
9,Serie A / Italian Championship — Most Titles (Clubs),titles,2,Inter Milan,20,20.0,titles,,false
9,Serie A / Italian Championship — Most Titles (Clubs),titles,3,AC Milan,19,19.0,titles,,false
9,Serie A / Italian Championship — Most Titles (Clubs),titles,4,Genoa,9,9.0,titles,,false
9,Serie A / Italian Championship — Most Titles (Clubs),titles,5,Torino,7,7.0,titles,,false
9,Serie A / Italian Championship — Most Titles (Clubs),titles,6,Bologna,7,7.0,titles,,false
9,Serie A / Italian Championship — Most Titles (Clubs),titles,7,Napoli,4,4.0,titles,,false
9,Serie A / Italian Championship — Most Titles (Clubs),titles,8,Roma,3,3.0,titles,,false
9,Serie A / Italian Championship — Most Titles (Clubs),titles,9,Lazio,2,2.0,titles,,false
9,Serie A / Italian Championship — Most Titles (Clubs),titles,10,Fiorentina,2,2.0,titles,,false
10,German Champions (Bundesliga Era + Overall) — Most Titles (Clubs),titles,1,Bayern Munich,34,34.0,titles,,false
10,German Champions (Bundesliga Era + Overall) — Most Titles (Clubs),titles,2,FC Nürnberg,9,9.0,titles,,false
10,German Champions (Bundesliga Era + Overall) — Most Titles (Clubs),titles,3,Borussia Dortmund,8,8.0,titles,,false
10,German Champions (Bundesliga Era + Overall) — Most Titles (Clubs),titles,4,Schalke 04,7,7.0,titles,,false
10,German Champions (Bundesliga Era + Overall) — Most Titles (Clubs),titles,5,Hamburger SV,6,6.0,titles,,false
10,German Champions (Bundesliga Era + Overall) — Most Titles (Clubs),titles,6,VfB Stuttgart,5,5.0,titles,,false
10,German Champions (Bundesliga Era + Overall) — Most Titles (Clubs),titles,7,Borussia M’gladbach,5,5.0,titles,,false
10,German Champions (Bundesliga Era + Overall) — Most Titles (Clubs),titles,8,Werder Bremen,4,4.0,titles,,false
10,German Champions (Bundesliga Era + Overall) — Most Titles (Clubs),titles,9,FC Kaiserslautern,4,4.0,titles,,false
10,German Champions (Bundesliga Era + Overall) — Most Titles (Clubs),titles,10,FC Köln,3,3.0,titles,,false
11,Ligue 1 — Most Titles (Clubs),titles,1,Paris Saint-Germain,13,13.0,titles,,false
11,Ligue 1 — Most Titles (Clubs),titles,2,Saint-Étienne,10,10.0,titles,,false
11,Ligue 1 — Most Titles (Clubs),titles,3,Marseille,10,10.0,titles,,false
11,Ligue 1 — Most Titles (Clubs),titles,4,Monaco,8,8.0,titles,,false
11,Ligue 1 — Most Titles (Clubs),titles,5,Nantes,8,8.0,titles,,false
11,Ligue 1 — Most Titles (Clubs),titles,6,Lyon,7,7.0,titles,,false
11,Ligue 1 — Most Titles (Clubs),titles,7,Bordeaux,6,6.0,titles,,false
11,Ligue 1 — Most Titles (Clubs),titles,8,Reims,6,6.0,titles,,false
11,Ligue 1 — Most Titles (Clubs),titles,9,Lille,4,4.0,titles,,false
11,Ligue 1 — Most Titles (Clubs),titles,10,Nice,4,4.0,titles,,false
12,UEFA Champions League — All-Time Top Scorers,goals,1,Cristiano Ronaldo,140,140.0,goals,,false
12,UEFA Champions League — All-Time Top Scorers,goals,2,Lionel Messi,129,129.0,goals,,false
12,UEFA Champions League — All-Time Top Scorers,goals,3,Robert Lewandowski,94,94.0,goals,,false
12,UEFA Champions League — All-Time Top Scorers,goals,4,Karim Benzema,90,90.0,goals,,false
12,UEFA Champions League — All-Time Top Scorers,goals,5,Raúl,71,71.0,goals,,false
12,UEFA Champions League — All-Time Top Scorers,goals,6,Ruud van Nistelrooy,60,60.0,goals,,false
12,UEFA Champions League — All-Time Top Scorers,goals,7,Thomas Müller,54,54.0,goals,,false
12,UEFA Champions League — All-Time Top Scorers,goals,8,Mohamed Salah,53,53.0,goals,,false
12,UEFA Champions League — All-Time Top Scorers,goals,9,Thierry Henry,50,50.0,goals,,false
12,UEFA Champions League — All-Time Top Scorers,goals,10,Zlatan Ibrahimović,48,48.0,goals,,false
13,Premier League — All-Time Top Scorers,goals,1,Alan Shearer,260,260.0,goals,,false
13,Premier League — All-Time Top Scorers,goals,2,Harry Kane,213,213.0,goals,,false
13,Premier League — All-Time Top Scorers,goals,3,Wayne Rooney,208,208.0,goals,,false
13,Premier League — All-Time Top Scorers,goals,4,Andrew Cole,187,187.0,goals,,false
13,Premier League — All-Time Top Scorers,goals,5,Sergio Agüero,184,184.0,goals,,false
13,Premier League — All-Time Top Scorers,goals,6,Frank Lampard,177,177.0,goals,,false
13,Premier League — All-Time Top Scorers,goals,7,Thierry Henry,175,175.0,goals,,false
13,Premier League — All-Time Top Scorers,goals,8,Robbie Fowler,163,163.0,goals,,false
13,Premier League — All-Time Top Scorers,goals,9,Jermain Defoe,162,162.0,goals,,false
13,Premier League — All-Time Top Scorers,goals,10,Michael Owen,150,150.0,goals,,false
14,Premier League — All-Time Assists,assists,1,Ryan Giggs,162,162.0,assists,,false
14,Premier League — All-Time Assists,assists,2,Kevin De Bruyne,121,121.0,assists,,false
14,Premier League — All-Time Assists,assists,3,Cesc Fàbregas,112,112.0,assists,,false
14,Premier League — All-Time Assists,assists,4,Wayne Rooney,106,106.0,assists,,false
14,Premier League — All-Time Assists,assists,5,Steven Gerrard,99,99.0,assists,,false
14,Premier League — All-Time Assists,assists,6,Frank Lampard,96,96.0,assists,,false
14,Premier League — All-Time Assists,assists,7,David Silva,95,95.0,assists,,false
14,Premier League — All-Time Assists,assists,8,James Milner,90,90.0,assists,,false
14,Premier League — All-Time Assists,assists,9,Mohamed Salah,86,86.0,assists,,false
14,Premier League — All-Time Assists,assists,10,Thierry Henry,81,81.0,assists,,false
15,Men’s Internationals — Most Career Goals,goals,1,Cristiano Ronaldo,130+,130.0,goals,,true
15,Men’s Internationals — Most Career Goals,goals,2,Ali Daei,109,109.0,goals,,false
15,Men’s Internationals — Most Career Goals,goals,3,Lionel Messi,100+,100.0,goals,,true
15,Men’s Internationals — Most Career Goals,goals,4,Sunil Chhetri,90+,90.0,goals,,true
15,Men’s Internationals — Most Career Goals,goals,5,Mokhtar Dahari,89,89.0,goals,,false
15,Men’s Internationals — Most Career Goals,goals,6,Ferenc Puskás,84,84.0,goals,,false
15,Men’s Internationals — Most Career Goals,goals,7,Robert Lewandowski,82+,82.0,goals,,true
15,Men’s Internationals — Most Career Goals,goals,8,Romelu Lukaku,80+,80.0,goals,,true
15,Men’s Internationals — Most Career Goals,goals,9,Neymar,79+,79.0,goals,,true
15,Men’s Internationals — Most Career Goals,goals,10,Luis Suárez,68+,68.0,goals,,true
16,Men’s Internationals — Most Caps,appearances,1,Cristiano Ronaldo,210+,210.0,matches,,true
16,Men’s Internationals — Most Caps,appearances,2,Bader Al-Mutawa,196,196.0,matches,,false
16,Men’s Internationals — Most Caps,appearances,3,Soh Chin Ann,195,195.0,matches,,false
16,Men’s Internationals — Most Caps,appearances,4,Ahmed Hassan,184,184.0,matches,,false
16,Men’s Internationals — Most Caps,appearances,5,Andrés Guardado,181,181.0,matches,,false
16,Men’s Internationals — Most Caps,appearances,6,Ahmed Mubarak,182,182.0,matches,,false
16,Men’s Internationals — Most Caps,appearances,7,Lionel Messi,180+,180.0,matches,,true
16,Men’s Internationals — Most Caps,appearances,8,Sergio Ramos,180,180.0,matches,,false
16,Men’s Internationals — Most Caps,appearances,9,Gianluigi Buffon,176,176.0,matches,,false
16,Men’s Internationals — Most Caps,appearances,10,Claudio Bravo,150+,150.0,matches,,true
17,FA Cup — Most Titles (Clubs),titles,1,Arsenal,14,14.0,titles,,false
17,FA Cup — Most Titles (Clubs),titles,2,Manchester United,13,13.0,titles,,false
17,FA Cup — Most Titles (Clubs),titles,3,Chelsea,8,8.0,titles,,false
17,FA Cup — Most Titles (Clubs),titles,4,Tottenham,8,8.0,titles,,false
17,FA Cup — Most Titles (Clubs),titles,5,Liverpool,8,8.0,titles,,false
17,FA Cup — Most Titles (Clubs),titles,6,Aston Villa,7,7.0,titles,,false
17,FA Cup — Most Titles (Clubs),titles,7,Newcastle United,6,6.0,titles,,false
17,FA Cup — Most Titles (Clubs),titles,8,Manchester City,6,6.0,titles,,false
17,FA Cup — Most Titles (Clubs),titles,9,Blackburn Rovers,6,6.0,titles,,false
17,FA Cup — Most Titles (Clubs),titles,10,Wanderers,5,5.0,titles,,false
18,EFL (League) Cup — Most Titles (Clubs),titles,1,Liverpool,10,10.0,titles,,false
18,EFL (League) Cup — Most Titles (Clubs),titles,2,Manchester City,8,8.0,titles,,false
18,EFL (League) Cup — Most Titles (Clubs),titles,3,Manchester United,6,6.0,titles,,false
18,EFL (League) Cup — Most Titles (Clubs),titles,4,Aston Villa,5,5.0,titles,,false
18,EFL (League) Cup — Most Titles (Clubs),titles,5,Chelsea,5,5.0,titles,,false
18,EFL (League) Cup — Most Titles (Clubs),titles,6,Tottenham,4,4.0,titles,,false
18,EFL (League) Cup — Most Titles (Clubs),titles,7,Nottingham Forest,4,4.0,titles,,false
18,EFL (League) Cup — Most Titles (Clubs),titles,8,Leicester City,3,3.0,titles,,false
18,EFL (League) Cup — Most Titles (Clubs),titles,9,Arsenal,2,2.0,titles,,false
18,EFL (League) Cup — Most Titles (Clubs),titles,10,Wolverhampton Wanderers,2,2.0,titles,,false
19,Ballon d’Or (Men) — Most Wins by Player,,1,Lionel Messi,8,8.0,,,false
19,Ballon d’Or (Men) — Most Wins by Player,,2,Cristiano Ronaldo,5,5.0,,,false
19,Ballon d’Or (Men) — Most Wins by Player,,3,Michel Platini,3,3.0,,,false
19,Ballon d’Or (Men) — Most Wins by Player,,4,Johan Cruyff,3,3.0,,,false
19,Ballon d’Or (Men) — Most Wins by Player,,5,Marco van Basten,3,3.0,,,false
19,Ballon d’Or (Men) — Most Wins by Player,,6,Franz Beckenbauer,2,2.0,,,false
19,Ballon d’Or (Men) — Most Wins by Player,,7,Kevin Keegan,2,2.0,,,false
19,Ballon d’Or (Men) — Most Wins by Player,,8,Karl-Heinz Rummenigge,2,2.0,,,false
19,Ballon d’Or (Men) — Most Wins by Player,,9,Alfredo Di Stéfano,2,2.0,,,false
19,Ballon d’Or (Men) — Most Wins by Player,,10,Ronaldo (Brazil),2,2.0,,,false
20,Champions League / European Cup — Titles by Country,,1,Spain,20,20.0,,,false
20,Champions League / European Cup — Titles by Country,,2,England,15,15.0,,,false
20,Champions League / European Cup — Titles by Country,,3,Italy,12,12.0,,,false
20,Champions League / European Cup — Titles by Country,,4,Germany,8,8.0,,,false
20,Champions League / European Cup — Titles by Country,,5,Netherlands,6,6.0,,,false
20,Champions League / European Cup — Titles by Country,,6,Portugal,4,4.0,,,false
20,Champions League / European Cup — Titles by Country,,7,France,2,2.0,,,false
20,Champions League / European Cup — Titles by Country,,8,Scotland,1,1.0,,,false
20,Champions League / European Cup — Titles by Country,,9,Romania,1,1.0,,,false
20,Champions League / European Cup — Titles by Country,,10,Serbia (Red Star),1,1.0,,,false
21,Clubs with Most UEFA Champions League Runner-Up Finishes,runner_up_finishes,1,Juventus,7,7.0,times,,false
21,Clubs with Most UEFA Champions League Runner-Up Finishes,runner_up_finishes,2,AC Milan,4,4.0,times,,false
21,Clubs with Most UEFA Champions League Runner-Up Finishes,runner_up_finishes,3,Barcelona,3,3.0,times,,false
21,Clubs with Most UEFA Champions League Runner-Up Finishes,runner_up_finishes,4,Benfica,3,3.0,times,,false
21,Clubs with Most UEFA Champions League Runner-Up Finishes,runner_up_finishes,5,Liverpool,3,3.0,times,,false
21,Clubs with Most UEFA Champions League Runner-Up Finishes,runner_up_finishes,6,Atlético Madrid,3,3.0,times,,false
21,Clubs with Most UEFA Champions League Runner-Up Finishes,runner_up_finishes,7,Bayern Munich,3,3.0,times,,false
21,Clubs with Most UEFA Champions League Runner-Up Finishes,runner_up_finishes,8,Borussia Dortmund,2,2.0,times,,false
21,Clubs with Most UEFA Champions League Runner-Up Finishes,runner_up_finishes,9,Inter Milan,2,2.0,times,,false
21,Clubs with Most UEFA Champions League Runner-Up Finishes,runner_up_finishes,10,Paris Saint-Germain,2,2.0,times,,false
22,Clubs with Most UEFA Europa League Runner-Up Finishes,runner_up_finishes,1,Sevilla,4,4.0,times,,false
22,Clubs with Most UEFA Europa League Runner-Up Finishes,runner_up_finishes,2,Liverpool,3,3.0,times,,false
22,Clubs with Most UEFA Europa League Runner-Up Finishes,runner_up_finishes,3,Tottenham,3,3.0,times,,false
22,Clubs with Most UEFA Europa League Runner-Up Finishes,runner_up_finishes,4,Marseille,2,2.0,times,,false
22,Clubs with Most UEFA Europa League Runner-Up Finishes,runner_up_finishes,5,Atlético Madrid,2,2.0,times,,false
22,Clubs with Most UEFA Europa League Runner-Up Finishes,runner_up_finishes,6,Inter Milan,2,2.0,times,,false
22,Clubs with Most UEFA Europa League Runner-Up Finishes,runner_up_finishes,7,Villarreal,2,2.0,times,,false
22,Clubs with Most UEFA Europa League Runner-Up Finishes,runner_up_finishes,8,Benfica,2,2.0,times,,false
22,Clubs with Most UEFA Europa League Runner-Up Finishes,runner_up_finishes,9,Rangers,2,2.0,times,,false
22,Clubs with Most UEFA Europa League Runner-Up Finishes,runner_up_finishes,10,Lazio,1,1.0,times,,false
23,European Domestic Doubles (League + Domestic Cup) — Most (Clubs),doubles,1,Barcelona,8,8.0,times,,false
23,European Domestic Doubles (League + Domestic Cup) — Most (Clubs),doubles,2,Bayern Munich,7,7.0,times,,false
23,European Domestic Doubles (League + Domestic Cup) — Most (Clubs),doubles,3,Juventus,6,6.0,times,,false
23,European Domestic Doubles (League + Domestic Cup) — Most (Clubs),doubles,4,Real Madrid,5,5.0,times,,false
23,European Domestic Doubles (League + Domestic Cup) — Most (Clubs),doubles,5,Paris Saint-Germain,5,5.0,times,,false
23,European Domestic Doubles (League + Domestic Cup) — Most (Clubs),doubles,6,Celtic,4,4.0,times,,false
23,European Domestic Doubles (League + Domestic Cup) — Most (Clubs),doubles,7,Ajax,4,4.0,times,,false
23,European Domestic Doubles (League + Domestic Cup) — Most (Clubs),doubles,8,Benfica,3,3.0,times,,false
23,European Domestic Doubles (League + Domestic Cup) — Most (Clubs),doubles,9,Porto,3,3.0,times,,false
23,European Domestic Doubles (League + Domestic Cup) — Most (Clubs),doubles,10,Manchester United,3,3.0,times,,false
24,Most Expensive Transfers (as of 2025),transfer_fee,1,Neymar → PSG,€222m,13320,sec,13320,false
24,Most Expensive Transfers (as of 2025),transfer_fee,2,Mbappé → PSG,€180m,10800,sec,10800,false
24,Most Expensive Transfers (as of 2025),transfer_fee,3,Coutinho → Barcelona,€145m,8700,sec,8700,false
24,Most Expensive Transfers (as of 2025),transfer_fee,4,João Félix → Atlético,€126m,7560,sec,7560,false
24,Most Expensive Transfers (as of 2025),transfer_fee,5,Enzo Fernández → Chelsea,€121m,7260,sec,7260,false
24,Most Expensive Transfers (as of 2025),transfer_fee,6,Jack Grealish → Man City,€117m,7020,sec,7020,false
24,Most Expensive Transfers (as of 2025),transfer_fee,7,Declan Rice → Arsenal,€116m,6960,sec,6960,false
24,Most Expensive Transfers (as of 2025),transfer_fee,8,Jude Bellingham → Real Madrid,€115m,6900,sec,6900,false
24,Most Expensive Transfers (as of 2025),transfer_fee,9,Romelu Lukaku → Chelsea,€115m,6900,sec,6900,false
24,Most Expensive Transfers (as of 2025),transfer_fee,10,Ousmane Dembélé → Barcelona,€105m,6300,sec,6300,false
25,Managers with Most UEFA Champions League Titles,,1,Carlo Ancelotti,5,5.0,,,false
25,Managers with Most UEFA Champions League Titles,,2,Bob Paisley,3,3.0,,,false
25,Managers with Most UEFA Champions League Titles,,3,Zinedine Zidane,3,3.0,,,false
25,Managers with Most UEFA Champions League Titles,,4,Pep Guardiola,3,3.0,,,false
25,Managers with Most UEFA Champions League Titles,,5,José Mourinho,2,2.0,,,false
25,Managers with Most UEFA Champions League Titles,,6,Arrigo Sacchi,2,2.0,,,false
25,Managers with Most UEFA Champions League Titles,,7,Ottmar Hitzfeld,2,2.0,,,false
25,Managers with Most UEFA Champions League Titles,,8,Jupp Heynckes,2,2.0,,,false
25,Managers with Most UEFA Champions League Titles,,9,Vicente del Bosque,2,2.0,,,false
25,Managers with Most UEFA Champions League Titles,,10,Brian Clough,2,2.0,,,false
26,Clubs with Most FIFA Club World Cup Titles,,1,Real Madrid,5,5.0,,,false
26,Clubs with Most FIFA Club World Cup Titles,,2,Barcelona,3,3.0,,,false
26,Clubs with Most FIFA Club World Cup Titles,,3,Corinthians,2,2.0,,,false
26,Clubs with Most FIFA Club World Cup Titles,,4,Milan,1,1.0,,,false
26,Clubs with Most FIFA Club World Cup Titles,,5,Internacional,1,1.0,,,false
26,Clubs with Most FIFA Club World Cup Titles,,6,Chelsea,1,1.0,,,false
26,Clubs with Most FIFA Club World Cup Titles,,7,São Paulo,1,1.0,,,false
26,Clubs with Most FIFA Club World Cup Titles,,8,Manchester United,1,1.0,,,false
26,Clubs with Most FIFA Club World Cup Titles,,9,Bayern Munich,1,1.0,,,false
26,Clubs with Most FIFA Club World Cup Titles,,10,Liverpool,1,1.0,,,false
28,Players with Most Champions League Goals for a Single Club,goals,1,Lionel Messi (Barcelona),120,120.0,goals,,false
28,Players with Most Champions League Goals for a Single Club,goals,2,Cristiano Ronaldo (Real Madrid),106,106.0,goals,,false
28,Players with Most Champions League Goals for a Single Club,goals,3,Karim Benzema (Real Madrid),72,72.0,goals,,false
28,Players with Most Champions League Goals for a Single Club,goals,4,Raúl (Real Madrid),66,66.0,goals,,false
28,Players with Most Champions League Goals for a Single Club,goals,5,Robert Lewandowski (Bayern Munich),64,64.0,goals,,false
28,Players with Most Champions League Goals for a Single Club,goals,6,Thomas Müller (Bayern Munich),54,54.0,goals,,false
28,Players with Most Champions League Goals for a Single Club,goals,7,Sergio Ramos (Real Madrid),40,40.0,goals,,false
28,Players with Most Champions League Goals for a Single Club,goals,8,Didier Drogba (Chelsea),36,36.0,goals,,false
28,Players with Most Champions League Goals for a Single Club,goals,9,Thierry Henry (Arsenal),35,35.0,goals,,false
28,Players with Most Champions League Goals for a Single Club,goals,10,Mohamed Salah (Liverpool),34,34.0,goals,,false
29,Clubs with Most Intercontinental / Club World Titles (Combined),,1,Real Madrid,8 (5 CWC + 3 IC),8.0,,,true
29,Clubs with Most Intercontinental / Club World Titles (Combined),,2,AC Milan,4 (1 CWC + 3 IC),4.0,,,true
29,Clubs with Most Intercontinental / Club World Titles (Combined),,3,Boca Juniors,3 (IC),3.0,,,false
29,Clubs with Most Intercontinental / Club World Titles (Combined),,4,Nacional,3 (IC),3.0,,,false
29,Clubs with Most Intercontinental / Club World Titles (Combined),,5,Peñarol,3 (IC),3.0,,,false
29,Clubs with Most Intercontinental / Club World Titles (Combined),,6,Barcelona,3 (CWC),3.0,,,false
29,Clubs with Most Intercontinental / Club World Titles (Combined),,7,Juventus,2 (IC),2.0,,,false
29,Clubs with Most Intercontinental / Club World Titles (Combined),,8,Corinthians,2 (CWC),2.0,,,false
29,Clubs with Most Intercontinental / Club World Titles (Combined),,9,River Plate,1 (IC),1.0,,,false
29,Clubs with Most Intercontinental / Club World Titles (Combined),,10,Internacional,1 (CWC),1.0,,,false
30,Women’s Internationals — Top Goalscorers,goals,1,Christine Sinclair (Canada),190+,190.0,goals,,true
30,Women’s Internationals — Top Goalscorers,goals,2,Abby Wambach (USA),184,184.0,goals,,false
30,Women’s Internationals — Top Goalscorers,goals,3,Carli Lloyd (USA),128,128.0,goals,,false
30,Women’s Internationals — Top Goalscorers,goals,4,Birgit Prinz (Germany),128,128.0,goals,,false
30,Women’s Internationals — Top Goalscorers,goals,5,Mia Hamm (USA),158,158.0,goals,,false
30,Women’s Internationals — Top Goalscorers,goals,6,Marta (Brazil),115,115.0,goals,,false
30,Women’s Internationals — Top Goalscorers,goals,7,Julie Fleeting (Scotland),116,116.0,goals,,false
30,Women’s Internationals — Top Goalscorers,goals,8,Vivianne Miedema (Netherlands),100+,100.0,goals,,true
30,Women’s Internationals — Top Goalscorers,goals,9,Sam Kerr (Australia),70+,70.0,goals,,true
30,Women’s Internationals — Top Goalscorers,goals,10,Alex Morgan (USA),125+,125.0,goals,,true
31,Most Successful International Managers (Major Titles),,1,Vicente del Bosque,WC 2010 + Euro 2012,2010.0,,,true
31,Most Successful International Managers (Major Titles),,2,Joachim Löw,WC 2014 + Confed Cup 2017,2014.0,,,true
31,Most Successful International Managers (Major Titles),,3,Helmut Schön,WC 1974 + Euro 1972,1974.0,,,true
31,Most Successful International Managers (Major Titles),,4,Luiz Felipe Scolari,WC 2002 + Copa América 1999,2002.0,,,true
31,Most Successful International Managers (Major Titles),,5,César Luis Menotti,WC 1978 + Copa América 1979,1978.0,,,true
31,Most Successful International Managers (Major Titles),,6,Didier Deschamps,WC 2018 + Nations League 2021,2018.0,,,true
31,Most Successful International Managers (Major Titles),,7,Alf Ramsey,WC 1966,1966.0,,,false
31,Most Successful International Managers (Major Titles),,8,Marcello Lippi,WC 2006,2006.0,,,false
31,Most Successful International Managers (Major Titles),,9,Aimé Jacquet,WC 1998,1998.0,,,false
