global_game_id,global_game_number,source_file,source_file_without_extension,match_date_clean,competition_clean,match_teams,team_name,player_name,position,jersey_number,nationality,team_id,description,formation,season,competition,oppenent,player_id,x_position,y_position,temp_match_id
1,1,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2012_13_milan4_0 vs psg_2016_17_barca4_0,psg_2016_17_barca4_0,Thomas Meunier,RB,12,France,2,PSG 4–0 Barcelona (2017 Ro16 1st leg),4-3-3,2016-17,Champions League,Barcelona,thomas_meunier,0.82,0.83,0
1,1,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2012_13_milan4_0 vs psg_2016_17_barca4_0,psg_2016_17_barca4_0,Blaise Matuidi,CM,14,France,2,PSG 4–0 Barcelona (2017 Ro16 1st leg),4-3-3,2016-17,Champions League,Barcelona,blaise_matuidi,0.35,0.65,0
1,1,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2012_13_milan4_0 vs psg_2016_17_barca4_0,psg_2016_17_barca4_0,Layvin Kurzawa,LB,20,French Professional,2,PSG 4–0 Barcelona (2017 Ro16 1st leg),4-3-3,2016-17,Champions League,Barcelona,layvin_kurzawa,0.18,0.83,0
1,1,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2012_13_milan4_0 vs psg_2016_17_barca4_0,psg_2016_17_barca4_0,Julian Draxler,LW,23,Unknown,2,PSG 4–0 Barcelona (2017 Ro16 1st leg),4-3-3,2016-17,Champions League,Barcelona,julian_draxler,0.22,0.45,0
1,1,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2012_13_milan4_0 vs psg_2016_17_barca4_0,psg_2016_17_barca4_0,Adrien Rabiot,CM,25,France,2,PSG 4–0 Barcelona (2017 Ro16 1st leg),4-3-3,2016-17,Champions League,Barcelona,adrien_rabiot,0.5,0.63,0
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,barcelona_2016_17_psg6_1,Marc-André ter Stegen,GK,1,Germany,3,Barcelona 6–1 PSG (2017 Remontada),3-4-3,2016-17,Champions League,PSG,marc_andre_ter_stegen,0.5,0.95,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,barcelona_2016_17_psg6_1,Gerard Piqué,CB,3,Spain,3,Barcelona 6–1 PSG (2017 Remontada),3-4-3,2016-17,Champions League,PSG,gerard_pique,0.5,0.88,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,barcelona_2016_17_psg6_1,Ivan Rakitić,CM,4,Croatia,3,Barcelona 6–1 PSG (2017 Remontada),3-4-3,2016-17,Champions League,PSG,ivan_rakitic,0.63,0.62,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,barcelona_2016_17_psg6_1,Sergio Busquets,CM,5,Spain,3,Barcelona 6–1 PSG (2017 Remontada),3-4-3,2016-17,Champions League,PSG,sergio_busquets,0.37,0.62,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,barcelona_2016_17_psg6_1,Andrés Iniesta,LM,8,Spain,3,Barcelona 6–1 PSG (2017 Remontada),3-4-3,2016-17,Champions League,PSG,andres_iniesta,0.16,0.66,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,barcelona_2016_17_psg6_1,Luis Suárez,LW,9,Uruguay,3,Barcelona 6–1 PSG (2017 Remontada),3-4-3,2016-17,Champions League,PSG,luis_suarez,0.22,0.45,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,barcelona_2016_17_psg6_1,Lionel Messi,ST,10,Argentina,3,Barcelona 6–1 PSG (2017 Remontada),3-4-3,2016-17,Champions League,PSG,lionel_messi,0.5,0.35,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,barcelona_2016_17_psg6_1,Neymar,RW,11,Brazil,3,Barcelona 6–1 PSG (2017 Remontada),3-4-3,2016-17,Champions League,PSG,neymar,0.78,0.45,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,barcelona_2016_17_psg6_1,Rafinha,RM,12,Brazil,3,Barcelona 6–1 PSG (2017 Remontada),3-4-3,2016-17,Champions League,PSG,rafinha,0.84,0.66,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,barcelona_2016_17_psg6_1,Javier Mascherano,CB,14,Argentina,3,Barcelona 6–1 PSG (2017 Remontada),3-4-3,2016-17,Champions League,PSG,javier_mascherano,0.68,0.86,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,barcelona_2016_17_psg6_1,Samuel Umtiti,CB,23,French Professional,3,Barcelona 6–1 PSG (2017 Remontada),3-4-3,2016-17,Champions League,PSG,samuel_umtiti,0.32,0.86,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,roma_2017_18_barca3_0,Alisson Becker,GK,1,Brazil,4,Roma 3–0 Barcelona (2018 QF 2nd leg),3-5-2,2017-18,Champions League,Barcelona,alisson,0.5,0.95,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,roma_2017_18_barca3_0,Radja Nainggolan,CM,4,Belgian Professional,4,Roma 3–0 Barcelona (2018 QF 2nd leg),3-5-2,2017-18,Champions League,Barcelona,radja_nainggolan,0.35,0.63,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,roma_2017_18_barca3_0,Juan Jesus,CB,5,Brazilian Professional,4,Roma 3–0 Barcelona (2018 QF 2nd leg),3-5-2,2017-18,Champions League,Barcelona,juan_jesus,0.3,0.86,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,roma_2017_18_barca3_0,Kevin Strootman,CM,6,Netherlands,4,Roma 3–0 Barcelona (2018 QF 2nd leg),3-5-2,2017-18,Champions League,Barcelona,kevin_strootman,0.65,0.63,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,roma_2017_18_barca3_0,Edin Džeko,ST,9,Italy,4,Roma 3–0 Barcelona (2018 QF 2nd leg),3-5-2,2017-18,Champions League,Barcelona,edin_dzeko,0.42,0.35,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,roma_2017_18_barca3_0,Aleksandar Kolarov,LM,11,Serbia,4,Roma 3–0 Barcelona (2018 QF 2nd leg),3-5-2,2017-18,Champions League,Barcelona,aleksandar_kolarov,0.15,0.65,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,roma_2017_18_barca3_0,Patrik Schick,ST,14,Unknown,4,Roma 3–0 Barcelona (2018 QF 2nd leg),3-5-2,2017-18,Champions League,Barcelona,patrik_schick,0.58,0.35,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,roma_2017_18_barca3_0,Daniele De Rossi,CM,16,Italy,4,Roma 3–0 Barcelona (2018 QF 2nd leg),3-5-2,2017-18,Champions League,Barcelona,daniele_de_rossi,0.5,0.62,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,roma_2017_18_barca3_0,Federico Fazio,CB,20,Netherlands,4,Roma 3–0 Barcelona (2018 QF 2nd leg),3-5-2,2017-18,Champions League,Barcelona,federico_fazio,0.7,0.86,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,roma_2017_18_barca3_0,Alessandro Florenzi,RM,24,Italy,4,Roma 3–0 Barcelona (2018 QF 2nd leg),3-5-2,2017-18,Champions League,Barcelona,alessandro_florenzi,0.85,0.65,1
2,2,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,barcelona_2016_17_psg6_1 vs roma_2017_18_barca3_0,roma_2017_18_barca3_0,Kostas Manolas,CB,44,Greek,4,Roma 3–0 Barcelona (2018 QF 2nd leg),3-5-2,2017-18,Champions League,Barcelona,kostas_manolas,0.5,0.88,1
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,liverpool_2018_19_barca4_0,Fabinho,CM,3,Brazil,5,Liverpool 4–0 Barcelona (2019 SF 2nd leg),4-3-3,2018-19,Champions League,Barcelona,fabinho,0.5,0.63,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,liverpool_2018_19_barca4_0,Virgil van Dijk,CB,4,Netherlands,5,Liverpool 4–0 Barcelona (2019 SF 2nd leg),4-3-3,2018-19,Champions League,Barcelona,virgil_van_dijk,0.38,0.86,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,liverpool_2018_19_barca4_0,James Milner,CM,7,England,5,Liverpool 4–0 Barcelona (2019 SF 2nd leg),4-3-3,2018-19,Champions League,Barcelona,james_milner,0.35,0.65,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,liverpool_2018_19_barca4_0,Sadio Mané,LW,10,Italy,5,Liverpool 4–0 Barcelona (2019 SF 2nd leg),4-3-3,2018-19,Champions League,Barcelona,sadio_mane,0.22,0.45,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,liverpool_2018_19_barca4_0,Alisson Becker,GK,13,Brazil,5,Liverpool 4–0 Barcelona (2019 SF 2nd leg),4-3-3,2018-19,Champions League,Barcelona,alisson,0.5,0.95,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,liverpool_2018_19_barca4_0,Jordan Henderson,CM,14,England,5,Liverpool 4–0 Barcelona (2019 SF 2nd leg),4-3-3,2018-19,Champions League,Barcelona,jordan_henderson,0.65,0.65,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,liverpool_2018_19_barca4_0,Xherdan Shaqiri,RW,23,Switzerland,5,Liverpool 4–0 Barcelona (2019 SF 2nd leg),4-3-3,2018-19,Champions League,Barcelona,xherdan_shaqiri,0.78,0.45,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,liverpool_2018_19_barca4_0,Andy Robertson,LB,26,France,5,Liverpool 4–0 Barcelona (2019 SF 2nd leg),4-3-3,2018-19,Champions League,Barcelona,andrew_robertson,0.18,0.83,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,liverpool_2018_19_barca4_0,Divock Origi,ST,27,Italy,5,Liverpool 4–0 Barcelona (2019 SF 2nd leg),4-3-3,2018-19,Champions League,Barcelona,divock_origi,0.5,0.35,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,liverpool_2018_19_barca4_0,Joël Matip,CB,32,Former Professional,5,Liverpool 4–0 Barcelona (2019 SF 2nd leg),4-3-3,2018-19,Champions League,Barcelona,joel_matip,0.62,0.86,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,liverpool_2018_19_barca4_0,Trent Alexander-Arnold,RB,66,England,5,Liverpool 4–0 Barcelona (2019 SF 2nd leg),4-3-3,2018-19,Champions League,Barcelona,trent_alexander_arnold,0.82,0.83,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,tottenham_2018_19_ajax2_3,Hugo Lloris,GK,1,French Professional,6,"Ajax 2–3 Tottenham (2019 SF, Lucas Moura hat-trick)",4-2-3-1,2018-19,Champions League,Ajax,hugo_lloris,0.5,0.95,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,tottenham_2018_19_ajax2_3,Kieran Trippier,RB,2,France,6,"Ajax 2–3 Tottenham (2019 SF, Lucas Moura hat-trick)",4-2-3-1,2018-19,Champions League,Ajax,kieran_trippier,0.82,0.83,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,tottenham_2018_19_ajax2_3,Danny Rose,LB,3,Portugal,6,"Ajax 2–3 Tottenham (2019 SF, Lucas Moura hat-trick)",4-2-3-1,2018-19,Champions League,Ajax,danny_rose,0.18,0.83,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,tottenham_2018_19_ajax2_3,Toby Alderweireld,CB,4,Netherlands,6,"Ajax 2–3 Tottenham (2019 SF, Lucas Moura hat-trick)",4-2-3-1,2018-19,Champions League,Ajax,toby_alderweireld,0.62,0.86,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,tottenham_2018_19_ajax2_3,Jan Vertonghen,CB,5,Belgian Former Professional,6,"Ajax 2–3 Tottenham (2019 SF, Lucas Moura hat-trick)",4-2-3-1,2018-19,Champions League,Ajax,jan_vertonghen,0.38,0.86,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,tottenham_2018_19_ajax2_3,Heung-min Son,LW,7,Brazil,6,"Ajax 2–3 Tottenham (2019 SF, Lucas Moura hat-trick)",4-2-3-1,2018-19,Champions League,Ajax,heung_min_son,0.22,0.48,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,tottenham_2018_19_ajax2_3,Victor Wanyama,CDM,12,Kenyan Professional,6,"Ajax 2–3 Tottenham (2019 SF, Lucas Moura hat-trick)",4-2-3-1,2018-19,Champions League,Ajax,victor_wanyama,0.6,0.68,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,tottenham_2018_19_ajax2_3,Moussa Sissoko,CDM,17,French Professional,6,"Ajax 2–3 Tottenham (2019 SF, Lucas Moura hat-trick)",4-2-3-1,2018-19,Champions League,Ajax,moussa_sissoko,0.4,0.68,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,tottenham_2018_19_ajax2_3,Dele Alli,CAM,20,Spain,6,"Ajax 2–3 Tottenham (2019 SF, Lucas Moura hat-trick)",4-2-3-1,2018-19,Champions League,Ajax,dele_alli,0.5,0.5,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,tottenham_2018_19_ajax2_3,Christian Eriksen,RW,23,Netherlands,6,"Ajax 2–3 Tottenham (2019 SF, Lucas Moura hat-trick)",4-2-3-1,2018-19,Champions League,Ajax,christian_eriksen,0.78,0.48,2
3,3,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,liverpool_2018_19_barca4_0 vs tottenham_2018_19_ajax2_3,tottenham_2018_19_ajax2_3,Lucas Moura,ST,27,Brazilian Professional,6,"Ajax 2–3 Tottenham (2019 SF, Lucas Moura hat-trick)",4-2-3-1,2018-19,Champions League,Ajax,lucas_moura,0.5,0.32,2
4,4,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,man_city_2021_22_rm4_3 vs real_madrid_2021_22_mc3_1,man_city_2021_22_rm4_3,Rúben Dias,CB,3,Italy,7,Man City 4–3 Real Madrid (2022 SF 1st leg),4-3-3,2021-22,Champions League,Real Madrid,ruben_dias,0.62,0.86,3
4,4,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,man_city_2021_22_rm4_3 vs real_madrid_2021_22_mc3_1,man_city_2021_22_rm4_3,John Stones,RB,5,England,7,Man City 4–3 Real Madrid (2022 SF 1st leg),4-3-3,2021-22,Champions League,Real Madrid,john_stones,0.82,0.83,3
4,4,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,man_city_2021_22_rm4_3 vs real_madrid_2021_22_mc3_1,man_city_2021_22_rm4_3,Gabriel Jesus,ST,9,Brazil,7,Man City 4–3 Real Madrid (2022 SF 1st leg),4-3-3,2021-22,Champions League,Real Madrid,gabriel_jesus,0.5,0.35,3
4,4,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,man_city_2021_22_rm4_3 vs real_madrid_2021_22_mc3_1,man_city_2021_22_rm4_3,Oleksandr Zinchenko,LB,11,Ukrainian Professional,7,Man City 4–3 Real Madrid (2022 SF 1st leg),4-3-3,2021-22,Champions League,Real Madrid,oleksandr_zinchenko,0.18,0.83,3
4,4,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,man_city_2021_22_rm4_3 vs real_madrid_2021_22_mc3_1,man_city_2021_22_rm4_3,Aymeric Laporte,CB,14,France,7,Man City 4–3 Real Madrid (2022 SF 1st leg),4-3-3,2021-22,Champions League,Real Madrid,aymeric_laporte,0.38,0.86,3
4,4,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,man_city_2021_22_rm4_3 vs real_madrid_2021_22_mc3_1,man_city_2021_22_rm4_3,Rodri,CM,16,Spain,7,Man City 4–3 Real Madrid (2022 SF 1st leg),4-3-3,2021-22,Champions League,Real Madrid,rodri,0.65,0.65,3
4,4,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,man_city_2021_22_rm4_3 vs real_madrid_2021_22_mc3_1,man_city_2021_22_rm4_3,Kevin De Bruyne,CM,17,Belgium,7,Man City 4–3 Real Madrid (2022 SF 1st leg),4-3-3,2021-22,Champions League,Real Madrid,kevin_de_bruyne,0.5,0.63,3
4,4,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,man_city_2021_22_rm4_3 vs real_madrid_2021_22_mc3_1,man_city_2021_22_rm4_3,Bernardo Silva,CM,20,Portugal,7,Man City 4–3 Real Madrid (2022 SF 1st leg),4-3-3,2021-22,Champions League,Real Madrid,bernardo_silva,0.35,0.65,3
4,4,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,man_city_2021_22_rm4_3 vs real_madrid_2021_22_mc3_1,man_city_2021_22_rm4_3,Riyad Mahrez,RW,26,Algeria,7,Man City 4–3 Real Madrid (2022 SF 1st leg),4-3-3,2021-22,Champions League,Real Madrid,riyad_mahrez,0.78,0.45,3
4,4,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,man_city_2021_22_rm4_3 vs real_madrid_2021_22_mc3_1,man_city_2021_22_rm4_3,Ederson,GK,31,Brazil,7,Man City 4–3 Real Madrid (2022 SF 1st leg),4-3-3,2021-22,Champions League,Real Madrid,ederson,0.5,0.95,3
4,4,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,man_city_2021_22_rm4_3 vs real_madrid_2021_22_mc3_1,man_city_2021_22_rm4_3,Phil Foden,LW,47,Netherlands,7,Man City 4–3 Real Madrid (2022 SF 1st leg),4-3-3,2021-22,Champions League,Real Madrid,phil_foden,0.22,0.45,3
4,4,cl_comebacks_lineups.csv,cl_comebacks_lineups,Unknown,Champions League,man_city_2021_22_rm4_3 vs real_madrid_2021_22_mc3_1,real_madrid_2021_22_mc3_1,Thibaut Courtois,GK,1,Belgium,8,Real Madrid 3–1 Man City (2022 SF 2nd leg comeback),4-3-3,2021-22,Champions League,Man City,thibaut_courtois,0.5,0.95,3
